Document ID,Citation,Context,Source
7,« une nouvelle ambition (...) pour l'emploi en général »,"Un « sommet social » avec les syndicats est aussi organisé à Matignon, et Alain Juppé s'y réjouit d'avoir fixé « une nouvelle ambition (...) pour l'emploi en général ». Il emporte avec lui un début de soutien de la CFDT, en rupture avec ses homologues. Une nouvelle tentative est",Alain Juppé
7,« impasse »,"multiplient. Mais l'exécutif ne plie pas. Au journal télévisé de TF1 le 28 mai, Jean-Pierre Raffarin est interrogé sur l' « impasse » dans laquelle il semble se trouver. Lui privilégie une approche politique, en insistant à de nombreuses reprises sur « la",Jean-Pierre Raffarin
7,« la démocratie parlementaire »,"impasse » dans laquelle il semble se trouver. Lui privilégie une approche politique, en insistant à de nombreuses reprises sur « la démocratie parlementaire » et les discussions qui sont sur le point de débuter. « Le Parlement va pouvoir s'exprimer. (...) Le Parlement est",la démocratie parlementaire
7,"« Le Parlement va pouvoir s'exprimer. (...) Le Parlement est libre. (...) Le Parlement est ouvert, et le Parlement discute »","à de nombreuses reprises sur « la démocratie parlementaire » et les discussions qui sont sur le point de débuter. « Le Parlement va pouvoir s'exprimer. (...) Le Parlement est libre. (...) Le Parlement est ouvert, et le Parlement discute » , martèle-t-il, en prônant une réforme « sage » , « négociée » et surtout « progressive ». En témoigne",Emmanuel Macron
7,« sage »,"Le Parlement est libre. (...) Le Parlement est ouvert, et le Parlement discute » , martèle-t-il, en prônant une réforme « sage » , « négociée » et surtout « progressive ». En témoigne le temps de cotisation prévu pour être relevé à",Parlement
7,« négociée »,"(...) Le Parlement est ouvert, et le Parlement discute » , martèle-t-il, en prônant une réforme « sage » , « négociée » et surtout « progressive ». En témoigne le temps de cotisation prévu pour être relevé à 40 ans en 2008,",Parlement
7,« progressive »,"et le Parlement discute » , martèle-t-il, en prônant une réforme « sage » , « négociée » et surtout « progressive ». En témoigne le temps de cotisation prévu pour être relevé à 40 ans en 2008, mais dont la suite n'est",Parlement
7,"« Après, nous verrons. Nous avons prévu qu'en 2012 il faudrait sans doute 41 ans, mais nous verrons »","le temps de cotisation prévu pour être relevé à 40 ans en 2008, mais dont la suite n'est pas fixée. « Après, nous verrons. Nous avons prévu qu'en 2012 il faudrait sans doute 41 ans, mais nous verrons » , temporise le premier ministre. Dix-neuf jours de débats s'ouvrent dans l'Hémicycle. Les discussions sont électriques, la pression est palpable,","The source of the reference is the ""premier ministre""."
7,« universel »,"en échec. Pour contourner la contestation de ses opposants, Édouard Philippe active l'article 49.3 sur une réforme portant le régime « universel ». Le premier ministre se heurte par la suite au premier confinement, et se voit contraint d'abandonner un texte alors à",Édouard Philippe
8,«C'est la faute à l'Europe.»,"Des opposants au projet du gouvernement affirment que la réforme serait une exigence de Bruxelles. Qu'en est-il en réalité ? «C'est la faute à l'Europe.» Depuis le début de la contestation sociale contre la réforme des retraites, le rôle de l'Union européenne est parfois pointé",Opposants au projet de réforme des retraites
8,«Quelle est l'urgence de mettre le pays en division et en tension ? Si ce n'est obéir aux exigences de la Commission européenne»,"contestation sociale contre la réforme des retraites, le rôle de l'Union européenne est parfois pointé du doigt par ses opposants. «Quelle est l'urgence de mettre le pays en division et en tension ? Si ce n'est obéir aux exigences de la Commission européenne», s'est ainsi interrogé le député Insoumis Éric Coquerel en début d'année sur BFMTV. En 2019 et 2020, la thèse d'une",Éric Coquerel
8,«à une injonction de Bruxelles»,"côté de l'échiquier politique, la députée RN Laure Lavalette a affirmé sur CNews, en janvier dernier, que cette réforme obéissait «à une injonction de Bruxelles». «S'il (Emmanuel Macron) fait cette réforme aujourd'hui, c'est pour une seule et unique raison, c'est l'engagement auquel il a dû",Bruxelles
8,"«S'il (Emmanuel Macron) fait cette réforme aujourd'hui, c'est pour une seule et unique raison, c'est l'engagement auquel il a dû souscrire pour bénéficier des fonds de relance européen»","députée RN Laure Lavalette a affirmé sur CNews, en janvier dernier, que cette réforme obéissait «à une injonction de Bruxelles». «S'il (Emmanuel Macron) fait cette réforme aujourd'hui, c'est pour une seule et unique raison, c'est l'engagement auquel il a dû souscrire pour bénéficier des fonds de relance européen», a estimé le député européen LR François-Xavier Bellamy lors d'une conférence-débat organisée à l'Assemblée en février. Invité sur Franceinfo ce",François-Xavier Bellamy
8,"«L'Europe ne demande rien. (...) Si c'était le cas, on n'aurait pas une disparité des départs d'âge à la retraite en Europe. C'est à la main des États de décider ce qu'ils veulent faire, et ils le font»","organisée à l'Assemblée en février. Invité sur Franceinfo ce lundi 3 avril, Thierry Breton a de nouveau réfuté ces allégations. «L'Europe ne demande rien. (...) Si c'était le cas, on n'aurait pas une disparité des départs d'âge à la retraite en Europe. C'est à la main des États de décider ce qu'ils veulent faire, et ils le font», a insisté le commissaire européen au Marché intérieur, tout en pointant en revanche le rôle des «marchés financiers». Qu'en est-il",Thierry Breton
8,«marchés financiers»,"et ils le font», a insisté le commissaire européen au Marché intérieur, tout en pointant en revanche le rôle des «marchés financiers». Qu'en est-il vraiment, la réforme est-elle ou non exigée par l'UE ? Dans un article publié sur son site en",Commission européenne
8,«fact-checker»,"un article publié sur son site en octobre dernier, la représentation en France de la Commission européenne s'occupait elle-même de «fact-checker» ces allégations. «Non, la Commission européenne n'impose pas à la France sa réforme des retraites ! L'on entend souvent dans",Commission européenne
8,"«Non, la Commission européenne n'impose pas à la France sa réforme des retraites ! L'on entend souvent dans le cadre du débat national que “Bruxelles” exige de repousser l'âge de départ à la retraite. Pourtant, c'est faux»","sur son site en octobre dernier, la représentation en France de la Commission européenne s'occupait elle-même de «fact-checker» ces allégations. «Non, la Commission européenne n'impose pas à la France sa réforme des retraites ! L'on entend souvent dans le cadre du débat national que “Bruxelles” exige de repousser l'âge de départ à la retraite. Pourtant, c'est faux», corrigeait-elle. Les pouvoirs de Bruxelles sont en effet limités, tient à rappeler Vincent Couronne, docteur en droit européen et enseignant",Commission européenne
8,"«Le traité sur le fonctionnement de l'Union prévoit explicitement qu'en matière économique, l'UE ne peut que coordonner les États sans imposer de mesures spécifiques»","de Bruxelles sont en effet limités, tient à rappeler Vincent Couronne, docteur en droit européen et enseignant à l'Université Paris-Saclay. «Le traité sur le fonctionnement de l'Union prévoit explicitement qu'en matière économique, l'UE ne peut que coordonner les États sans imposer de mesures spécifiques». Autrement dit, les textes européens ne permettent pas à l'UE d'imposer ses vues aux États membres en matière de politique",Vincent Couronne
8,«le programme national de réforme de la France pour 2022»,"au sujet de la réforme des retraites, à l'adresse de la France, en mai dernier. Dans un document portant sur «le programme national de réforme de la France pour 2022», le Conseil de l'UE recommande que la France s'attache entre autres, en 2022 et 2023, à «réformer le système de",Conseil de l'UE
8,«réformer le système de retraite pour uniformiser progressivement les règles des différents régimes de retraite afin de renforcer l'équité du système tout soutenant sa durabilité»,"la France pour 2022», le Conseil de l'UE recommande que la France s'attache entre autres, en 2022 et 2023, à «réformer le système de retraite pour uniformiser progressivement les règles des différents régimes de retraite afin de renforcer l'équité du système tout soutenant sa durabilité». L'instance européenne, qui représente les gouvernements des États membres, estime en effet que «la simplification du système de retraite, par",Conseil de l'UE
8,"«la simplification du système de retraite, par l'uniformisation des différents régimes, contribuerait à améliorer la transparence et l'équité de celui-ci, tout en ayant des effets positifs sur la mobilité de la main-d'œuvre et l'efficience de la distribution du travail, et pourrait renforcer la viabilité des finances publiques»","l'équité du système tout soutenant sa durabilité». L'instance européenne, qui représente les gouvernements des États membres, estime en effet que «la simplification du système de retraite, par l'uniformisation des différents régimes, contribuerait à améliorer la transparence et l'équité de celui-ci, tout en ayant des effets positifs sur la mobilité de la main-d'œuvre et l'efficience de la distribution du travail, et pourrait renforcer la viabilité des finances publiques». «Mais d'où viennent ces recommandations ? De la France elle-même», pointe Vincent Couronne, par ailleurs directeur de la publication des",OCDE
